crp,lastname,firstname,party,distIdRunFor,fec_id
N00037157,Palzer, Tom,R,CAS1,S6CA00675
N00038601,Panetta, Jimmy,D,CA20,H6CA20152
N00038261,Pape, Michael,R,KY01,H6KY01128
N00038622,Pappas, George,D,FL06,H6FL06159
N00037012,Parra, Daniel,D,CA21,H6CA21192
N00038458,Parrish, Don,R,TX19,H6TX19156
N00000751,Pascrell, Bill Jr,D,NJ09,H6NJ08118
N00028981,Pataki, George,R,PRES,P60007572
N00038816,Pate, Ava,R,TX18,H6TX18158
N00036933,Patel, Ravi,D,IA01,H6IA01155
N00038815,Patterson, Ralph,R,TX17,H6TX17119
N00038437,Patterson, Robert W,R,NJ01,H6NJ01204
N00038623,Patty, Brandon,R,FL06,H6FL06167
N00030836,Paul, Rand,R,KYS2,S0KY00156
N00029391,Paulsen, Erik,R,MN03,H8MN03077
N00036986,Pavlov, Phil,R,MI10,H6MI10193
N00037162,Pawlowski, Ed,D,PAS1,S6PA00258
N00034639,Payne, Donald M Jr,D,NJ10,H2NJ10154
N00012672,Pearce, Steve,R,NM02,H2NM02126
N00035203,Pearson, Cecil Jr,D,KYS2,S6KY00096
N00038404,Pearson, Michael,D,MDS2,S6MD03490
N00007360,Pelosi, Nancy,D,CA12,H8CA05035
N00036991,Pena-Melnyk, Joseline,D,MD04,H6MD04217
N00038409,Perez, Connie,D,CA21,H6CA21200
N00037502,Perez, Frank,D,FL27,H6FL27015
N00037527,Perkins, Bill,D,NY13,H6NY13121
N00035512,Perkins, Jo Rae,R,OR04,H6OR04203
N00038630,Perkins, Randy,D,FL18,H6FL18147
N00027510,Perlmutter, Edwin G,D,CO07,H6CO07023
N00037610,Perry, Mary,R,NV01,H6NV01208
N00033486,Perry, Rick,R,PRES,P20003281
N00034120,Perry, Scott,R,PA04,H2PA04135
N00038288,Persinger, Scott,R,TX20,H6TX20097
N00038785,Pesquera, Carlos,3,PR00,H6PR01023
N00036895,Peter, Richard,R,TX32,H6TX00131
N00033591,Peters, Scott,D,CA52,H2CA52089
N00004558,Peterson, Collin,D,MN07,H2MN07014
N00038824,Peterson, Hart,R,TX23,H6TX23208
N00038282,Petri, Scott,R,PA08,H6PA08244
N00037597,Pfaff, Jim,R,IN09,H6IN09168
N00038821,Phelps, Todd,R,TX21,H6TX21236
N00038417,Phillips, Bill,D,FL07,H6FL07116
N00038752,Phillips, George,R,NY22,H6NY22098
N00037421,Picus, Preston,I,CA12,H6CA12175
N00039040,Pierce, Douglas,D,CAS1,S6CA00790
N00038634,Pierre-Charles, Idson,D,FL24,H6FL24046
N00013817,Pingree, Chellie,D,ME01,H8ME01120
N00036996,Pirkle, Greg,R,MS01,H5MS01091
N00030781,Pistone, John,R,CT05,H0CT05127
N00034416,Pittenger, Robert,R,NC09,H2NC09134
N00001633,Pitts, Joe,R,PA16,H6PA16197
N00038557,Pizer, David,R,AZS1,S6AZ00266
N00035000,Plaskett, Stacey,D,VI00,H2VI00082
N00036935,Plaster, Mark,R,MD03,H6MD03441
N00037443,Ploeckelmann, Michael,I,FL05,H6FL05185
N00037290,Plumb, John,D,NY23,H6NY23518
N00033549,Pocan, Mark,D,WI02,H2WI02124
N00038626,Poe, Bob,D,FL10,H6FL10169
N00026457,Poe, Ted,R,TX02,H4TX02108
N00034584,Poliquin, Bruce,R,ME02,H4ME02234
N00029127,Polis, Jared,D,CO02,H8CO02137
N00030744,Pompeo, Mike,R,KS04,H0KS04051
N00003682,Portman, Rob,R,OHS2,S0OH00133
N00029662,Posey, Bill,R,FL08,H8FL15107
N00000962,Powell, Adam Clayton IV,D,NY13,H4NY15071
N00038569,Prather, Kelli,D,OHS2,S6OH00270
N00002260,Price, David,D,NC04,H6NC04037
N00038625,Price, Leroi,I,FL09,H6FL09229
N00026160,Price, Tom,R,GA06,H4GA06087
N00037498,Prince, Joseph,3,NYS2,S6NY00391
N00038851,Pugh, D Clay,D,VA09,H6VA09060
N00038670,Purdy, Polly Jesus,D,IN05,H6IN05224
N00037580,Putman, David,D,AL06,H6AL06127
N00039042,Pybrum, Steven,R,CAS1,S6CA00816
N00030581,Quigley, Mike,D,IL05,H0IL05096
N00036556,Quinn, Dennis C,D,MS03,H4MS03041
N00038556,Quinn, Pat,I,AZS1,S6AZ00258
N00034563,Quintanilla, Carlos,D,TX33,H6TX33025
N00038811,Quintanilla, Joel,D,TX15,H6TX15188
N00025157,Raasch, Wayne,D,TX27,H6TX27068
N00036728,Rab, Aejaz,D,CA30,H4CA30123
N00037587,Rabinowitz, Jeffrey G,I,FL10,H6FL00103
N00007635,Radewagen, Amata Coleman,R,AS00,H4AS00036
N00038461,Ramsland, Russ,R,TX32,H6TX32050
N00037414,Randolph, Susannah,D,FL09,H6FL09161
N00037267,Rangel, Ricardo,D,FL09,H6FL09153
N00037278,Ransom, Lisa,D,MD04,H6MD04241
N00037036,Raskin, Jamie,D,MD08,H6MD08457
N00035972,Ratcliffe, John Lee,R,TX04,H4TX04153
N00036921,Raty, Timothy A,I,IDS2,S6ID00096
N00036553,Ray, Troy,I,MS02,H4MS02183
N00035229,Rayburn, Charles,D,IL02,H4IL02236
N00036045,Recktenwald, Tom,D,KYS2,S4KY00158
N00037582,Redd, Shawn,R,AZ01,H6AZ01207
N00030949,Reed, Tom,R,NY23,H0NY29054
N00038410,Reed, Wendy,D,CA23,H6CA23206
N00026885,Reichert, Dave,R,WA08,H4WA08071
N00036994,Reigle, Hans,R,DE01,H6DE01071
N00031127,Renacci, Jim,R,OH16,H0OH16097
N00038253,Rentas, Wanda,R,FL09,H6FL09203
N00038567,Rey, Chris,D,NCS2,S6NC00282
N00038276,Reynolds, Roger,R,OH08,H6OH08133
N00030968,Ribble, Reid,R,WI08,H0WI08075
N00035927,Rice, Kathleen,D,NY04,H4NY04075
N00033832,Rice, Tom,R,SC07,H2SC07066
N00038275,Rich, Roy,D,OH07,H6OH07127
N00035361,Richards, Ronny,D,OH02,H4OH02131
N00030184,Richmond, Cedric,D,LA02,H8LA02054
N00030962,Rigell, Scott,R,VA02,H0VA02084
N00035642,Ritchie, Jason,D,WA08,H4WA08121
N00038561,Rivera, Ernesto J,R,FLS2,S6FL00418
N00038758,Robbins, Jim,R,OH08,H6OH08224
N00037285,Roberson, Michael,R,NV03,H6NV03063
N00038721,Roberts, Jim,D,NC06,H6NC06131
N00038772,Roberts, Shawn,R,OK04,H6OK04122
N00037616,Roberts, Timothy,I,TN06,H6TN06130
N00038457,Robertson, Glen,R,TX19,H6TX19131
N00036946,Robertson, Terry,R,OH07,H6OH07119
N00030768,Roby, Martha,R,AL02,H0AL02087
N00031007,Roche, Frank,R,NC02,H0NC04147
N00038414,Rochester, Lisa Blunt,D,DE01,H6DE00206
N00038425,Roderick, Steve,R,ID02,H6ID02175
N00028463,Roe, Phil,R,TN01,H6TN01388
N00038405,Rogers, Bob,R,AL02,H6AL02159
N00036983,Rogers, David,R,CA16,H6CA16135
N00003473,Rogers, Hal,R,KY05,H0KY05015
N00024759,Rogers, Mike D,R,AL03,H2AL03032
N00007151,Rohrabacher, Dana,R,CA48,H8CA42061
N00031741,Rokita, Todd,R,IN04,H0IN04170
N00037609,Romeo, Mike,R,NM03,H6NM03067
N00038447,Ronan, Samuel,D,OH01,H6OH01088
N00029018,Rooney, Tom,R,FL17,H8FL16022
N00002858,Ros-Lehtinen, Ileana,R,FL27,H0FL18025
N00038784,Rosa, Angel,D,PR00,H6PR01015
N00038797,Roseman, Jeffrey,D,TX06,H6TX06161
N00038720,Roseman, Jeffrey Lee,I,NC06,H6NC06115
N00038734,Rosen, Jacky,D,NV03,H6NV03139
N00039044,Rosier, Donald,R,COS1,S6CO00267
N00004719,Roskam, Peter,R,IL06,H6IL06117
N00038565,Ross, Deborah,D,NCS2,S6NC00266
N00030645,Ross, Dennis,R,FL15,H0FL12101
N00031625,Ross, Henry,R,MS01,H0MS01050
N00036988,Rotering, Nancey Rodkin,D,IL10,H6IL10135
N00038631,Roth, Rick,R,FL18,H6FL18162
N00031253,Rothfus, Keith J,R,PA12,H0PA04220
N00037607,Rouco, George,R,NC09,H6NC09176
N00038838,Roughneen, Cherie Myint,R,TX32,H6TX32084
N00036086,Rourke, Robb,D,TX22,H4TX36072
N00033527,Rouzer, David,R,NC07,H2NC07096
N00006671,Roybal-Allard, Lucille,D,CA40,H2CA33048
N00008264,Royce, Ed,R,CA39,H6CA39020
N00038263,Rubin, Joel,D,MD08,H6MD08523
N00030612,Rubio, Marco,R,PRES,P60006723
N00037040,Rucker, Austin,R,MO05,H6MO05205
N00033510,Ruiz, Raul,D,CA36,H2CA36439
N00025482,Ruppersberger, Dutch,D,MD02,H2MD02160
N00004887,Rush, Bobby L,D,IL01,H2IL01042
N00036175,Russell, Steven,R,OK05,H4OK05132
N00038699,Ryan, Greg,R,MN04,H6MN04236
N00004357,Ryan, Paul,R,WI01,H8WI01024
N00025280,Ryan, Tim,D,OH13,H2OH17109
N00030418,Sablan, Gregorio,I,MP00,H8MP00041
N00037613,Sadoff, Eli,3,PA08,H6PA08236
N00037446,Salas, Javier,D,IL04,H6IL04146
N00038582,Salinas, Xavier,R,TX15,H6TX15196
N00006446,Salmon, Matt,R,AZ05,H4AZ01038
N00038591,San Miguel, Edna,R,AZ03,H6AZ03179
N00037038,Sanborn, Alan,R,MI10,H6MI10201
N00037261,Sanchez, Heberto,D,CA46,H6CA46124
N00024870,Sanchez, Linda,D,CA38,H2CA39078
N00008274,Sanchez, Loretta,D,CAS1,S6CA00691
N00000528,Sanders, Bernie,D,PRES,P60007168
N00038747,Sanders, Jaime,R,NY09,H6NY09137
N00038744,Sanders, James Jr,D,NY05,H6NY05051
N00002424,Sanford, Mark,R,SC01,H4SC01073
N00036948,Santarsiero, Steve,D,PA08,H6PA08228
N00038624,Santiago, David,R,FL06,H6FL06175
N00001380,Santorum, Rick,R,PRES,P20002721
N00027751,Sarbanes, John,D,MD03,H6MD03292
N00038250,Savary, Sue,D,CA48,H6CA48237
N00036189,Savitt, Marc,R,WV02,H6WV02093
N00037526,Sbaih, Jesse,D,NV03,H6NV03089
N00009660,Scalise, Steve,R,LA01,H0LA01087
N00038834,Schafranek, Robert,R,TX29,H6TX29080
N00004724,Schakowsky, Jan,D,IL09,H8IL09067
N00028138,Schatz, Brian,D,HIS1,S4HI00136
N00038262,Scheminant, Kevin,D,MD02,H6MD02195
N00009585,Schiff, Adam,D,CA28,H0CA27085
N00035317,Schnackenberg, Matt,L,FL11,H4FL11063
N00033101,Schneider, Brad,D,IL10,H2IL10068
N00037016,Schneider, Helene,D,CA24,H6CA24311
N00029273,Schock, Aaron,R,IL18,H8IL18043
N00030071,Schrader, Kurt,D,OR05,H8OR05107
N00035367,Schroeder, Daniel Michael,R,MDS2,S6MD03433
N00037183,Schroeder, Will,D,IL10,H6IL10143
N00026106,Schultz, Debbie Wasserman,D,FL23,H4FL20023
N00001093,Schumer, Charles E,D,NYS2,S8NY00082
N00006460,Schweikert, David,R,AZ06,H4AZ06045
N00032457,Scott, Austin,R,GA08,H0GA08099
N00002147,Scott, Bobby,D,VA03,H6VA01117
N00024871,Scott, David,D,GA13,H2GA13012
N00037195,Scott, Elizabeth,R,WA01,H6WA01170
N00031782,Scott, Tim,R,SCS1,S4SC00240
N00037586,Seay, Bob,D,CO04,H6CO04160
N00004291,Sensenbrenner, F James Jr,R,WI05,H8WI09050
N00037583,Seretskiy, Yuriy,I,CA28,H6CA28163
N00001813,Serrano, Jose E,D,NY15,H0NY18065
N00005681,Sessions, Pete,R,TX32,H2TX03126
N00028049,Sestak, Joe,D,PAS1,S0PA00434
N00030622,Sewell, Terri A,D,AL07,H0AL07086
N00038608,Shammas, Joe,D,CA29,H6CA29211
N00038443,Shaver, Rob,R,NY19,H6NY19201
N00028091,Shea-Porter, Carol,D,NH01,H6NH01230
N00038712,Sheets, Lajena,3,MS03,H6MS03194
N00009920,Shelby, Richard C,R,ALS2,S6AL00013
N00038249,Shepherd, Doug,R,CA41,H6CA41182
N00035390,Sheridan, Tim,D,CA42,H4CA42086
N00006897,Sherman, Brad,D,CA30,H6CA24113
N00038666,Sherman, Rob,3,IL05,H6IL05176
N00038638,Sherzan, Mike,D,IA03,H6IA03243
N00004961,Shimkus, John M,R,IL15,H2IL20042
N00038251,Short, Bryon Hall,D,DE01,H6DE00198
N00039055,Short, Grant,D,KYS2,S6KY00153
N00038581,Showen, Paul,R,FLS2,S6FL00392
N00038264,Shudofsky, Aryeh,R,MD08,H6MD08531
N00013770,Shuster, Bill,R,PA09,H2PA09035
N00038679,Sidle, Calvin,D,KY04,H6KY04106
N00006263,Simpson, Mike,R,ID02,H8ID02064
N00038281,Sims, Brian,D,PA02,H6PA02163
N00038455,Sims, Kaleb,R,TX17,H6TX17101
N00033983,Sinema, Kyrsten,D,AZ09,H2AZ09019
N00038735,Singer, Alex,D,NV03,H6NV03147
N00027523,Sires, Albio,D,NJ08,H6NJ13191
N00036923,Sittenfeld, P G,D,OHS2,S6OH00247
N00010719,Skolnick, Shelly,R,MD08,H2MD08084
N00001311,Slaughter, Louise M,D,NY25,H6NY03031
N00039058,Slaughter, Stephen,R,KYS2,S6KY00187
N00037056,Slavens, John,R,TX03,H6TX03150
N00037423,Smigiel, Mike,R,MD01,H6MD01213
N00007833,Smith, Adam,D,WA09,H6WA09025
N00027623,Smith, Adrian,R,NE03,H6NE03115
N00038693,Smith, Ande,R,ME01,H6ME01215
N00009816,Smith, Chris,R,NJ04,H8NJ04014
N00038204,Smith, Dennis,D,OH08,H6OH08125
N00035396,Smith, Glo,R,FL05,H4FL05065
N00035282,Smith, Jason,R,MO08,H4MO08162
N00008327,Smith, Joe,R,FLS2,S8FL00026
N00001811,Smith, Lamar,R,TX21,H6TX21012
N00038768,Smith, Michael,R,OH08,H6OH08323
N00038781,Smucker, Lloyd,R,PA16,H6PA16320
N00037188,Sol-Gutierrez, Ana,D,MD08,H6MD08473
N00038859,Solen, Ryan,D,WI01,H6WI01192
N00038826,Somerville,Robert Eric,R,TX26,H6TX26110
N00037422,Soto, Darren,D,FL09,H6FL09179
N00036530,Spain, Paul,R,FL18,H4FL22110
N00037410,Spalding, Carla,R,FL18,H6FL18121
N00038442,Spampinato, Frank,R,NY18,H6NY18187
N00037046,Sparks, Daniel,R,MS01,H6MS01230
N00029649,Speier, Jackie,D,CA14,H8CA12171
N00037403,Spotorno, Frank,R,NYS2,S6NY00383
N00038755,Spurlino, Jim,R,OH08,H6OH08190
N00038199,Staley, Violet,D,MDS2,S6MD03482
N00038662,Standard, Sean,R,FL21,H6FL21026
N00038573,Starr, Michael Bob,R,TX19,H6TX19149
N00037055,Starrett, Grant,R,TN04,H6TN04184
N00037256,Steele, Victoria,D,AZ02,H6AZ02171
N00035523,Stefanik, Elise,R,NY21,H4NY21079
N00033776,Stein, Jill,3,PRES,P20003984
N00037593,Stella, Dominick,R,IL11,H6IL11133
N00036804,Stephens, Barry,R,ME01,H6ME01223
N00035961,Stern, Everett,R,PAS1,S6PA00241
N00038740,Stern, Steve,D,NY03,H6NY03221
N00033932,Stewart, Chris,R,UT02,H2UT02324
N00039069,Stewart, Faye,R,ORS2,S6OR05093
N00038711,Stewart, Nathan,D,MS03,H6MS03186
N00038856,Stilwell, Jeff,D,WA07,H6WA07433
N00038200,Stine, Kevin,D,ORS2,S6OR05085
N00029574,Stivers, Steve,R,OH15,H8OH15076
N00037585,Stokham, Casper,R,CO01,H6CO01208
N00034175,Stone, Damian,D,FL12,H6FL12173
N00038612,Stone, Jeff,R,CA36,H6CA36182
N00035673,Stovall, Dwayne,R,TX36,H6TX36010
N00037279,Strait, Terence,D,MD04,H6MD04258
N00038246,Strauss, Ray,R,AZ04,H6AZ04177
N00033103,Straw, Andrew,R,IL08,H6IL04138
N00003730,Strickland, Ted,D,OHS2,S6OH00254
N00036760,Strzala, Melissa,R,OHS2,S6OH00239
N00038867,Stubson, Tim,R,WY01,H6WY01058
N00030891,Stutzman, Marlin,R,INS2,S0IN00095
N00038196,Sundheim, Duf,R,CAS1,S6CA00741
N00034752,Sunthonchart, Paiboon Jr,I,FLS2,S2FL00367
N00038742,Suozzi, Tom,D,NY03,H6NY03247
N00036916,Swaim, Jason,I,CAS1,S6CA00592
N00033508,Swalwell, Eric,D,CA15,H2CA15094
N00037041,Swartz, Donnie,R,MO06,H6MO06203
N00038837,Sweeney, Mike,R,TX31,H6TX31052
N00038814,Sweeten, Randy,D,TX15,H6TX15212
N00008079,Swing, Gary,3,COS1,S8CO00099
N00037553,Swinton, Jonathan,D,UTS2,S6UT00238
N00038564,Szeliga, Kathy,R,MDS2,S6MD03508
N00033798,Tacherra, Johnny,R,CA16,H2CA16100
N00029848,Taddeo, Annette,D,FL26,H8FL00034
N00036927,Tagert, Mike,R,MS01,H5MS01042
N00035535,Takai, Mark,D,HI01,H4HI01134
N00006701,Takano, Mark,D,CA41,H2CA43245
N00037276,Tams, Michael,R,IL11,H6IL11125
N00031176,Tarkanian, Danny,R,NV03,H2NV04045
N00039036,Tate, Jason,I,ARS2,S6AR00157
N00036909,Taub, Russ,R,RI01,H4RI01133
N00038416,Taylor, Dwayne L,D,FL06,H6FL06134
N00038771,Taylor, James,R,OK04,H6OK04114
N00035957,Taylor, Kerith Strano,D,PA05,H4PA05062
N00037024,Taylor, Priscilla,D,FL18,H6FL18048
N00036334,Teijeiro, Annette,R,NV03,H6NV03097
N00038463,Teng, Chia-Chi,R,UT03,H6UT03166
N00038620,Thies, Charles,I,FL01,H6FL01093
N00038778,Thomas, Brian,R,PA08,H6PA08269
N00038574,Thomas, Kathleen,D,TX25,H6TX25179
N00037437,Thomas, Mary,R,FL02,H6FL02190
N00036075,Thomas, William Joseph,D,IN09,H4IN09098
N00003288,Thompson, Bennie G,D,MS02,H4MS02068
N00038399,Thompson, Geraldine,D,FL10,H6FL10136
N00029736,Thompson, Glenn,R,PA05,H8PA05071
N00036931,Thompson, Kirk,R,CA36,H6CA36158
N00007419,Thompson, Mike,D,CA05,H8CA01109
N00006052,Thornberry, Mac,R,TX13,H4TX13014
N00038431,Thornton, Alvin,D,MD04,H6MD04266
N00037191,Throne-Holst, Anna,D,NY01,H6NY01126
N00004572,Thune, John,R,SDS1,S2SD00068
N00038794,Thurgood, Keith,R,TX03,H6TX03184
N00009699,Tiberi, Patrick J,R,OH12,H0OH12062
N00038641,Tillman, Jimmy Lee II,R,IL01,H6IL01175
N00027509,Tipton, Scott,R,CO03,H6CO03139
N00030191,Titus, Dina,D,NV01,H8NV03036
N00038462,Tokar, Jeff,R,TX32,H6TX32068
N00038271,Tolerton, Nicholas,I,NC13,H6NC13038
N00038698,Tollefson, Jon,D,MN03,H6MN03147
N00037595,Tom, Kip,R,IN03,H6IN03252
N00038639,Tomkins, Anthony,I,ID02,H6ID02183
N00030196,Tonko, Paul,D,NY20,H8NY21203
N00038706,Toole, Cathy,3,MS01,H6MS01289
N00001489,Toomey, Pat,R,PAS1,S4PA00121
N00036107,Torres, Norma,D,CA35,H4CA35031
N00038801,Toth, Steve,R,TX08,H6TX08175
N00038252,Townsend, Bryan,D,DE01,H6DE01089
N00038688,Tribandis, Tommy,L,MA02,H6MA02094
N00035607,Trott, Dave,R,MI11,H4MI11097
N00038741,Trotta, Rob,R,NY03,H6NY03239
N00023864,Trump, Donald,R,PRES,P80001571
N00038570,Tsimerman, Alex,I,WAS2,S6WA00339
N00029026,Tsongas, Niki,D,MA03,H8MA05143
N00037518,Tuck, Mickey,R,GA14,H6GA14011
N00037035,Turner, Ingrid,D,MD04,H6MD04225
N00025175,Turner, Michael R,R,OH10,H2OH03067
N00037606,Tuttle, Bailey,I,NC08,H6NC08137
N00038866,Tyrrel, Charlie,R,WY01,H6WY01041
N00004133,Upton, Fred,R,MI06,H6MI04113
N00038822,Vakil, Tejas,D,TX21,H6TX21244
N00033367,Valadao, David,R,CA21,H2CA20094
N00037603,Valle, John Paul,R,MI11,H6MI11175
N00037284,Van Blarcom, Cory Scott,R,NE02,H6NE02133
N00013820,Van Hollen, Chris,D,MDS2,S6MD03441
N00030108,Van Raam, Douglas S,3,CAS1,S6CA00725
N00033703,Van Steenwyk, Clair,R,AZS1,S2AZ00216
N00038835,Vance, Brandon,D,TX30,H6TX30138
N00038242,Vance, Chris,R,WAS2,S6WA00321
N00038650,Vandersand, Ethan,R,IL13,H6IL13139
N00007021,Vargas, Juan,D,CA51,H2CA50026
N00038459,Vargas, Phillip,D,TX23,H6TX23182
N00033839,Veasey, Marc,D,TX33,H2TX33073
N00037023,Vega, Angel L,D,FL10,H6FL10128
N00034349,Vela, Filemon,D,TX34,H2TX27190
N00001102,Velazquez, Nydia M,D,NY07,H2NY00010
N00037021,Veltmeyer, James,R,CA53,H6CA53054
N00035410,Vernon, Monica,D,IA01,H4IA01077
N00038592,Villarreal, James,D,AZ03,H6AZ03187
N00037417,Villarreal, Ruben,R,TX15,H6TX15147
N00037175,Vince, Lou,D,CA25,H6CA25151
N00003813,Visclosky, Pete,D,IN01,H4IN01012
N00036779,Vivoni, Miguel Hernandez,3,PR00,H4PR00095
N00007470,Vlakancic, Connor,I,IL18,H6IL18146
N00037599,Vogt, Dave,R,MD06,H6MD06238
N00038774,Volpe, Frank,R,OK05,H6OK05269
N00037277,Vowell, Edward,D,IL12,H6IL12107
N00038848,Wade, Mike,R,VA07,H6VA07130
N00033106,Wagner, Ann L,R,MO02,H2MO02102
N00038289,Wakely, Tom,D,TX21,H6TX21228
N00037301,Walbeck, Matthew,R,TX34,H6TX34015
N00026368,Walberg, Tim,R,MI07,H4MI07103
N00007690,Walden, Greg,R,OR02,H6OR02116
N00038422,Walker, Kimberly H,D,FL13,H6FL13197
N00035311,Walker, Mark,R,NC06,H4NC06052
N00036995,Walker, Scott,R,PRES,P60006046
N00038855,Walkinshaw, Brady,D,WA07,H6WA07425
N00031226,Walorski, Jackie,R,IN02,H0IN02190
N00035391,Walters, Mimi,R,CA45,H4CA45097
N00037522,Waltz, Brent,R,IN09,H6IN09150
N00038651,Walz, Jim,D,IL14,H6IL14129
N00027467,Walz, Timothy J,D,MN01,H6MN01174
N00037492,Ward, Kelli,R,AZS1,S6AZ00233
N00038637,Ware, Leonard,D,GA10,H6GA10159
N00027702,Warren, Andy,R,PA08,H6PA08210
N00038818,Warren, DeRenda,R,TX19,H6TX19172
N00006690,Waters, Maxine,D,CA43,H4CA23011
N00037018,Watson, Lupe Ramos,R,CA36,H6CA36166
N00037519,Weaver, Kim,D,IA04,H6IA04134
N00028058,Webb, Jim,D,PRES,P60008885
N00038575,Webb, Mike,R,VA08,H6VA08229
N00033539,Weber, Randy,R,TX14,H2TX14149
N00026335,Webster, Daniel,R,FL10,H0FL08208
N00000515,Welch, Peter,D,VT01,H6VT00160
N00033310,Wenstrup, Brad,R,OH02,H2OH02085
N00038588,Wescott, Mathew,I,AR02,H6AR02260
N00038775,West, Ben,R,OR05,H6OR05150
N00010640,West, Larry J,R,KY03,H6KY03165
N00038586,West, Mark,L,AR01,H6AR01114
N00035527,Westerman, Bruce,R,AR04,H4AR04048
N00038813,Westley, Tim,R,TX15,H6TX15204
N00026163,Westmoreland, Lynn A,R,GA03,H4GA08067
N00036252,Wheeler, Marihelen,D,FL03,H4FL03110
N00038428,White, Herman,R,IL11,H6IL11141
N00036984,White, Jim,D,MO04,H6MO04216
N00038401,White, Kevin Francis Lt col,R,OH08,H6OH08166
N00038846,Whited, Joe,R,VA05,H6VA05134
N00003467,Whitfield, Ed,R,KY01,H4KY01040
N00035661,Whitney, Terry,R,MI05,H6MI05201
N00036925,Whitwell, Quentin,R,MS01,H5MS01026
N00037594,Wicklund, Mark,D,IL13,H6IL13121
N00037494,Wilcox, Todd,R,FLS2,S6FL00335
N00039056,Wilder, Sellus,D,KYS2,S6KY00161
N00027253,Wildes, Michael,D,NJ09,H4NJ09095
N00012956,Wiley, Albert Jr,R,NC10,H0NC01036
N00033759,Williams, Clyde,D,NY13,H2NY15109
N00035418,Williams, David III,R,IL09,H4IL09074
N00037005,Williams, Paul,D,TX15,H6TX15139
N00030602,Williams, Roger,R,TX25,H2TX33040
N00038446,Williams, Steve,D,NY24,H6NY24185
N00039043,Williamson, Jarrell,R,CAS1,S6CA00824
N00038449,Willis, Colm,R,OR05,H6OR05143
N00038432,Willmert, Andrew,I,MN02,H6MN02172
N00038707,Wilson, Chase,L,MS01,H6MS02154
N00030650,Wilson, Frederica,D,FL24,H0FL17068
N00024809,Wilson, Joe,R,SC02,H2SC02059
N00037604,Winfrey, Janice,D,MI13,H6MI13213
N00038701,Winge, Kevin,3,MN07,H6MN07296
N00038454,Winston, Simon,R,TX01,H6TX01246
N00035630,Winteregg, J D,R,OH08,H4OH08062
N00029459,Wittman, Rob,R,VA01,H8VA01147
N00037232,Wolf, August,R,CTS2,S6CT05090
N00031857,Womack, Steve,R,AR03,H0AR03055
N00032416,Woodall, Rob,R,GA07,H0GA07133
N00038765,Wooley, George,R,OH08,H6OH08299
N00038798,Woolridge, Ruby Faye,D,TX06,H6TX06179
N00038656,Wright, Doug,R,CA01,H6CA01178
N00037286,Wright, Keith,D,NY13,H6NY13105
N00039064,Wright, Paul,R,NCS2,S6NC00316
N00007724,Wyden, Ron,D,ORS2,S6OR00110
N00007286,Wyman, Phil,R,CAS1,S6CA00667
N00025271,Xuna, John,D,FL18,H2FL22049
N00038751,Yandik, Will,D,NY19,H6NY19235
N00028073,Yarmuth, John A,D,KY03,H6KY03124
N00031502,Yoder, Kevin,R,KS03,H0KS03137
N00034330,Yoder, Shelli,D,IN09,H2IN09167
N00033220,Yoho, Ted,R,FL03,H2FL06109
N00035509,Young, David,R,IA03,H4IA03115
N00038584,Young, Dean,R,AL01,H6AL01060
N00007999,Young, Don,R,AK01,H6AK00045
N00030670,Young, Todd,R,INS2,S6IN00191
N00037001,Zalcman, Mark,R,IL18,H5IL18015
N00029404,Zeldin, Lee,R,NY01,H8NY01148
N00035616,Zinke, Ryan K,R,MT01,H4MT01041
N00037047,Zinn, Walter Jr,D,MS01,H6MS01248
N00039047,Zirkelbach, Ray,D,IAS1,S6IA00132
N00037426,Zoeller, Gregory,R,IN09,H6IN09135
N00037400,Zopp, Andrea,D,ILS2,S6IL00300
N00038606,Zuniga, Alberto,I,CA22,H6CA22174
